 17      1  10583    2.1652      199 187   3 196   1 186
    22    0.003    0.030      0.053  0.000    -1.40    -2.43     1.39     1.80
   111   -0.267    0.927     -0.552  0.135     4.79    13.93    -4.32     9.00
    22   -0.125   -0.639      1.181  0.000     4.42     1.44     1.40     1.80
    22    0.024   -0.063     -0.130  0.000    -1.02    -5.10    -1.42     1.80
   111   -0.124    0.097     -0.455  0.135     7.03     3.35    -4.86     5.80
    22    0.088    0.012     -1.160  0.000 0.42E+05 -.26E+05 -.17E+06 0.19E+06
    22   -0.664   -0.336      1.572  0.000    -2.93     2.62     1.63     2.00
    22    0.185    0.105      0.460  0.000     1.15     4.38     1.63     2.00
   111    0.104   -0.190     -0.226  0.135 0.25E+06 -.23E+06 -.63E+06 0.83E+06
   211   -0.337    0.068     -0.066  0.140    -6.91     0.30    -0.66     2.00
    22   -0.341    0.742     -1.930  0.000    -2.81     1.85    -1.66     2.00
   111    0.363   -0.226     -0.623  0.135     6.34    -8.17   -14.85    15.80
    22   -0.110   -0.014      0.274  0.000     1.73    -5.27     1.85     2.20
   111    0.022   -0.214     -0.436  0.135    -1.41    -8.09    -2.39     4.60
   111    0.229   -0.007     -0.405  0.135 0.25E+06 -.23E+06 -.63E+06 0.83E+06
    22    0.072    0.175     -0.375  0.000 0.16E+06 0.63E+05 -.12E+06 0.29E+06
   111    0.240   -0.237     -1.529  0.135    -1.42    -7.65    -2.97     3.60
   111    0.269   -0.181     -0.008  0.135     3.52    -7.08    -2.17     4.00
    22    0.027    0.052     -0.160  0.000    -0.39    -4.22    -2.07     2.40
    22    0.114    0.342      1.001  0.000     5.17     0.58     2.07     2.40
  -211   -0.020   -0.139      0.162  0.140    10.74   -16.09     6.76    23.60
   111   -0.547   -0.466      0.207  0.135    -5.91    -4.03     1.27     2.60
  -211    0.360   -0.326     -0.205  0.140     2.35    -6.42    -0.92     9.20
  -211   -0.043    0.097      0.410  0.140    -5.91    -4.03     1.27     2.60
   111    1.189   -0.050      0.502  0.135     9.33     1.08     1.03     4.40
   111   -0.150    0.225      0.038  0.135    -7.40     5.76     0.30     2.60
   111   -0.227   -0.362     -0.797  0.135    -0.30    -8.99   -12.36    13.80
  -211    0.011   -0.020      0.112  0.140 0.12E+06 0.12E+06 0.34E+06 0.49E+06
   211   -0.097    0.222     -0.152  0.140    -6.59     8.98    -7.91    14.40
   111    0.577    0.186     -0.841  0.135     9.20     7.44   -14.44    19.20
    22    0.173   -0.321      1.176  0.000     1.64     1.04     2.29     2.60
   111    0.013   -0.016      0.115  0.135 0.12E+06 0.12E+06 0.34E+06 0.49E+06
    22    0.732   -0.028      2.381  0.000    -4.36     1.19     2.29     2.60
   211    0.391    0.031     -0.112  0.140 0.86E+06 -.12E+06 -.28E+05 0.11E+07
    22   -0.167   -0.038     -0.565  0.000    -0.94    -2.71    -2.49     2.80
   111    0.269   -0.082      0.125  0.135 0.86E+06 -.12E+06 -.28E+05 0.11E+07
   211    0.122    0.248     -0.143  0.140     1.84     6.79    -0.92     2.80
    22    0.116   -0.184      0.729  0.000    -0.32    -2.40     2.49     2.80
   211   -0.316    0.000      0.655  0.140    -6.43     3.11    12.03    13.20
    22    0.148   -0.082     -0.003  0.000 0.64E+05 0.16E+06 -.42E+05 0.25E+06
    22   -0.132    0.104     -0.571  0.000    -1.42     4.70    -2.49     2.80
    22   -0.070    0.237     -0.041  0.000 -.48E+05 0.41E+04 0.29E+05 0.92E+05
   111   -0.079   -0.005     -0.145  0.135 -.27E+05 0.20E+05 -.15E+05 0.51E+05
    22   -0.023   -0.008     -0.086  0.000     2.38     0.70    -2.50     2.80
   111   -0.083    0.023     -0.019  0.135 -.27E+05 0.20E+05 -.15E+05 0.51E+05
   111    0.247    0.648     -0.530  0.135     3.17     9.06    -8.81    14.00
  -321    0.439   -0.938      0.363  0.494     7.22    -4.90     0.65     3.00
   111   -0.506   -0.214      1.210  0.135    -7.59    -0.16     3.70     4.80
   111   -0.159   -0.069      0.123  0.135 -.22E+06 0.30E+05 0.17E+06 0.37E+06
    22   -0.062    0.013      0.231  0.000    -1.09     4.09     2.70     3.00
   111   -0.120   -0.067      0.070  0.135 -.22E+06 0.30E+05 0.17E+06 0.37E+06
   111   -0.396   -0.364     -1.178  0.135    -4.73    -7.88   -12.43    13.40
  -211    0.066    0.443      0.539  0.140    -5.32     4.26     1.90     3.00
   211    0.216   -0.728     -0.135  0.140     1.46    -8.10    -0.28     3.00
   111   -0.461    0.200      1.268  0.135    -5.06     6.74     7.15     8.00
   111   -0.504    0.130     -0.003  0.135    -7.20     5.58    -2.42     5.00
   111    0.083    0.045     -0.160  0.135     7.01     2.29    -2.09     3.20
    22   -0.312   -0.013     -1.240  0.000     0.86    -1.07    -2.91     3.20
   211    0.036    0.266      0.020  0.140    -7.48     5.88     5.26    15.80
   111   -0.245   -0.018     -0.012  0.135    -6.33    -2.78    -0.39     3.20
    22    0.169   -0.037     -0.716  0.000    -5.53     3.83    -2.92     3.20
   211    0.550   -0.416      0.328  0.140     6.20    -0.25     0.79     3.40
    22   -0.092    0.032      0.406  0.000     2.31    -5.30     3.11     3.40
   111    1.328   -0.112      3.115  0.135    11.46     1.01    11.80    13.40
   211    0.173    0.891     -0.220  0.140     4.09     7.64    -0.97     3.40
   111   -0.090   -0.009     -2.169  0.135    -6.47     7.35   -21.75    22.40
  -211    0.188    0.261      0.172  0.140    -0.70     7.08     2.04     4.20
   211   -0.296    0.442     -0.440  0.140    -4.55     6.81    -2.25     3.40
  -211   -0.314   -0.218     -0.164  0.140    -6.97    -4.54    -1.10     3.40
  -321   -0.542   -0.531     -1.017  0.494    -1.80    -7.49    -2.40     3.40
   111   -0.133    0.314      0.209  0.135     0.83     7.61    -3.12    21.40
   111   -0.362   -0.409     -0.556  0.135    -5.91    -8.07    -1.07     4.20
   211   -0.328   -0.855     -2.066  0.140    -1.42    -7.65    -2.97     3.60
  -211   -0.009    0.304     -0.073  0.140   -11.27    15.17    -4.06    20.80
   111    0.096    0.242      0.033  0.135    -6.59     8.98    -7.91    14.40
  -211   -0.197   -0.212     -0.018  0.140   -14.92     1.12     4.72    13.80
    22    0.061   -0.102      0.543  0.000     5.04    -0.47     3.32     3.60
  -211   -0.549    0.056     -0.148  0.140 -.71E+14 0.27E+14 -.38E+14 0.10E+15
   111    0.077   -0.237     -0.047  0.135     6.29    -8.86     1.99     7.40
   111   -0.425    0.372      0.130  0.135    -4.90     5.65     1.33     3.80
   111   -0.825   -0.917     -0.979  0.135    -5.14    -5.96    -1.76     4.00
  -211    0.338    0.002      0.085  0.140 0.13E+06 -.16E+05 0.61E+05 0.18E+06
  -211    0.653    0.249     -0.129  0.140     8.52     3.41    -1.76     4.00
   111    0.143    0.130     -6.905  0.135     1.68     6.32   -25.13    25.40
  -211   -0.248    0.387      0.135  0.140    -2.19    15.82     5.15    16.80
    22   -0.002   -0.223     -1.038  0.000     1.08    -0.93    -3.32     3.60
  -211    0.445    0.462      0.926  0.140     3.68     5.69     2.94     3.80
  -211    0.089   -0.200      2.601  0.140     9.27    -0.18    20.72    21.40
   211   -0.109   -0.122      0.016  0.140     4.60    -2.07   -16.24    20.20
   211    0.004   -0.237      0.136  0.140     1.79   -14.43    -4.85    15.40
    22    0.092    0.267      1.335  0.000    -2.39     2.28     3.33     3.60
   211    0.289    0.489      2.048  0.140     5.17     6.24     5.01     5.60
  -211   -0.237   -0.533      0.159  0.140    -5.91    -8.07    -1.07     4.20
   211    0.130    0.137     -0.093  0.140    -2.56    22.28   -19.98    29.40
    22   -0.241   -0.161     -1.384  0.000    -5.78     0.20    -3.52     3.80
   111    0.568    0.014      1.350  0.135     6.48     2.61     7.29     8.80
   111    0.272   -0.026      0.266  0.135 0.13E+06 -.16E+05 0.61E+05 0.18E+06
    22   -0.019    0.041      0.219  0.000     1.29    -0.38     3.53     3.80
   111    0.132   -0.090      0.004  0.135     8.61     3.15    -0.33     6.20
   321    0.216   -0.228     -0.147  0.494    10.14    -9.41    -0.36    13.00
   211    0.343    0.085     -0.488  0.140     7.74     2.13    -2.64     3.80
  -211   -0.521   -0.176      0.124  0.140   -17.72    -4.04    10.18    19.20
   111   -0.103   -0.508     -0.205  0.135    -5.03   -10.13    -4.60    13.20
   111   -0.268    0.544     -0.953  0.135    -0.26     6.48    -4.93     6.00
   211    0.969    0.626     -0.298  0.140     8.92     3.45    -0.81     5.00
   111    0.212   -0.015      0.099  0.135     5.97    -4.67     4.34    10.20
  -211    0.193    0.622      0.222  0.140     2.91     7.78     1.29     3.80
  -211   -0.260    0.390     -0.417  0.140    -8.29    13.00   -15.87    21.40
    22    0.067    0.254     -1.295  0.000     1.35     2.11    -3.53     3.80
    22    0.095   -0.083     -0.626  0.000    -1.80    -2.67    -3.53     3.80
  -211   -0.029   -0.067      0.168  0.140    -1.44    -5.35     0.08     9.20
  -211    0.119    0.141     -0.277  0.140 0.11E+06 0.70E+05 -.23E+06 0.28E+06
   211    0.483    0.149     -0.051  0.140    19.52     4.89    -4.90    22.20
   211   -0.267   -0.609     -0.204  0.140    -1.83    -8.87    -0.48     4.00
   211    0.001   -0.231     -0.884  0.140     3.52    -7.08    -2.17     4.00
  -211   -0.428    0.015     -0.019  0.140   -21.49     6.21   -11.15    28.40
   211    0.309    0.270     -0.224  0.140     8.52     3.41    -1.76     4.00
  -211    0.116    0.633     -0.152  0.140    -3.84     7.79    -0.87     4.00
   211    0.114   -0.037      0.284  0.140     7.86    -0.05     3.61     6.20
   111    0.040   -0.878     -0.298  0.135     0.15    -9.66    -0.36     5.60
   111    0.394    0.295     -0.900  0.135 0.11E+06 0.70E+05 -.23E+06 0.28E+06
    22   -0.032   -0.163      0.849  0.000     4.53    -0.56     3.73     4.00
    22   -0.091   -0.439      2.297  0.000     1.18    -0.10     3.73     4.00
  -211   -0.062   -0.509     -0.460  0.140     1.50    -7.80    -2.39     4.00
  -211   -0.308    0.694     -1.012  0.140    -0.09     6.99    -2.87     4.00
   111    0.730    0.031     -0.903  0.135     9.47    -4.10   -10.75    14.20
   211   -0.558    0.930      0.099  0.140   -10.20    17.98     3.55    21.80
  -211   -0.229   -0.032      0.291  0.140   -15.12   -16.03    14.72    26.60
   211   -0.116    0.291      0.014  0.140    -9.03     5.98    -2.21     9.00
    22    0.071    0.069     -0.515  0.000     1.63     0.77    -3.73     4.00
    22   -0.003    0.059     -0.311  0.000     1.05     0.49    -3.73     4.00
  -211    0.221    0.274     -0.045  0.140     8.74     8.77    -8.53    20.20
    22   -0.045    0.065     -0.413  0.000    -2.31    -4.29    -3.73     4.00
  -211    0.172   -0.496     -1.338  0.140     2.99    -7.25    -3.30     4.00
   111   -0.104   -0.182     -0.056  0.135 -.18E+06 -.33E+06 -.66E+05 0.43E+06
    22   -0.005    0.051     -0.270  0.000     1.30     0.11    -3.73     4.00
   211   -0.487   -0.390      0.320  0.140    -6.01    -5.34     1.92     4.00
   111    0.372    0.269     -0.708  0.135     7.90    13.47   -13.20    26.20
  2112   -0.885    0.358      0.425  0.940    -6.73     4.06     1.41     4.00
   111   -0.027    0.517      0.799  0.135     3.16     7.41     3.87     5.60
  -211    0.069   -0.168     -0.091  0.140     9.33     1.08     1.03     4.40
   111    0.844    0.567     -3.161  0.135    11.73     2.00   -16.98    18.40
   211   -0.084   -0.456      0.268  0.140     0.68    -7.24     0.79     4.20
    22   -0.299   -0.250      2.110  0.000    -1.28    -2.24     3.93     4.20
   111   -0.114   -0.396      0.062  0.135 -.18E+06 -.33E+06 -.66E+05 0.43E+06
  -211    0.241   -0.438     -0.207  0.140     4.10    -8.72    -1.59     4.20
   211    0.354   -0.203      0.135  0.140     9.92    -1.74    12.45    21.40
   211   -0.017   -0.352      0.008  0.140     1.27    -7.80    -2.44     8.80
   111   -0.027   -0.699     -0.172  0.135    -0.57   -11.28    -6.75    17.20
  -211   -0.081   -0.179     -0.395  0.140   -29.25     4.09   -27.95    48.34
   111   -0.349    0.199     -0.326  0.135   -29.25     4.09   -27.95    48.34
   111   -0.329   -0.079     -0.160  0.135    -9.02    -0.19    -1.79     4.20
  -211    0.653   -0.154     -0.714  0.140     8.22     0.90    -2.82     4.20
   111   -0.077   -0.175      0.085  0.135    11.41    -2.34     6.76    13.20
  -211    0.218    0.434      0.204  0.140     6.36     5.27     3.11    10.40
   211    0.010    0.180      0.077  0.140     3.52   -12.85    -1.33    19.80
  -211    0.030    0.006      0.133  0.140    34.75    -6.25     8.95    45.31
    22    0.330    0.122      2.062  0.000    -4.39     1.63     4.14     4.40
  -211   -0.107   -0.094     -0.032  0.140    -3.21   -12.41    -2.97    10.80
   211    0.025    0.110     -0.023  0.140    -9.27    -7.41    -3.56    18.00
   211   -0.263    0.660     -0.284  0.140     3.16    11.21    -1.53     4.40
  -211   -1.166    0.150      2.620  0.140    -6.00     3.28     3.69     4.60
   111    0.196    0.157      0.158  0.135    34.75    -6.25     8.95    45.31
   211   -0.239   -0.379     -0.101  0.140 -.30E+13 -.22E+13 0.19E+12 0.44E+13
  -211   -0.376   -0.159     -0.044  0.140    -8.19     2.67   -10.85    20.40
  -211    0.457   -0.034     -0.193  0.140     8.54    -0.35    -1.49     4.60
   211    0.184    0.190      0.058  0.140    -0.35     3.89     5.53    11.20
   211    0.115   -0.086      0.016  0.140    -1.56    18.31     1.20    23.40
  -321    0.182   -0.763     -0.134  0.498     2.78    -7.43    -1.37     4.60
  -211   -0.283   -0.122      0.265  0.140    -6.97    -3.28     3.09     4.60
   211   -0.029   -0.301      0.383  0.140     9.40   -10.44    13.88    19.20
    22    0.180   -0.004     -1.102  0.000     0.56    -1.18    -4.34     4.60
  -211    0.392   -0.741     -0.422  0.140     7.62    -6.19    -1.67     4.60
   321   -0.652    0.118      0.650  0.494    -7.58     1.66     2.77     4.60
   211    0.048    0.443      0.222  0.140     3.03     7.51     3.78     5.60
    22   -0.417   -0.302     -0.119  0.000 -.35E+05 -.14E+05 -.33E+05 0.62E+05
  -211    0.192    0.245     -0.057  0.140     1.85    11.15    -5.90    12.60
  -211   -0.357   -0.078     -0.393  0.140 -.30E+05 -.17E+05 -.32E+05 0.56E+05
   211   -0.007    0.068     -0.369  0.140    -7.79    -4.31    -6.04     9.40
   111   -0.036   -0.119     -0.115  0.135 -.30E+05 -.17E+05 -.32E+05 0.56E+05
   111    0.109    0.621     -1.839  0.135    10.50     6.53   -24.41    26.40
   111    0.370    1.408     -0.092  0.135    -2.95     9.35    -0.07     7.20
  -211   -0.039   -0.049     -0.077  0.140 -.59E+05 -.41E+05 -.72E+04 0.89E+05
   111    0.571   -0.210     -0.486  0.135     9.99    -8.04   -16.74    20.60
   211   -0.278   -0.319     -0.155  0.140    -4.90   -12.31   -10.53    16.00
  -211   -0.628   -0.267     -0.030  0.140    -7.34    -7.01    -0.79     4.80
   111    0.543    0.397      2.032  0.135     8.82    -2.16    12.22    13.00
   211   -0.722   -0.217      0.132  0.140    -8.96    -4.41     0.74     4.80
   111   -0.426   -0.142     -0.256  0.135    -7.79    -4.31    -6.04     9.40
  -211    0.113    0.014      0.037  0.140    13.58     2.45    -9.41    17.60
  -211    0.284    0.502      0.219  0.140     6.91     6.68     2.14     6.00
   111   -0.088   -0.036      0.020  0.135    -3.62     2.88    -3.76    11.60
   211   -0.553    0.176      0.366  0.140    -7.68     3.53     2.00     4.80
    22   -0.121   -0.316     -2.146  0.000    -2.21    -2.10    -4.54     4.80
   211    0.483   -0.300     -0.152  0.140     5.43    -6.77    -1.32     4.80
  -211   -0.005    0.264      0.079  0.140    -3.27     6.92     2.39     6.00
  -211    0.016   -0.741      0.249  0.140    -0.45   -13.12     2.72     9.60
   111    0.193   -0.168     -0.108  0.135    -9.08   -11.87   -16.24    29.40
  3112    0.705   -0.878     -0.279  1.197     3.88    -7.73    -0.88     4.80
   111   -0.152   -0.102      0.038  0.135 -.59E+05 -.41E+05 -.72E+04 0.89E+05
    22    0.013    0.602     -1.073  0.000 0.25E+05 0.15E+06 -.23E+06 0.30E+06
    22    0.471    0.162     -0.052  0.000 0.41E+05 0.23E+05 0.18E+05 0.73E+05
   211    0.126    0.299      0.486  0.140     7.79     4.85    14.77    16.00
   211   -0.423    0.532     -0.777  0.140    -7.20     5.58    -2.42     5.00
   211   -0.048   -0.369     -0.216  0.140   -56.88   -97.40  -175.45   220.66
  -211   -0.577    0.088     -0.063  0.140    -8.74     3.23    -0.84     5.00
   111   -0.093   -0.278     -0.635  0.135   -56.88   -97.40  -175.45   220.66
   211   -0.012   -0.252     -0.196  0.140 -.37E+01 -.27E+05 -.18E+05 0.41E+05
  -211    0.035   -0.161      0.137  0.140     4.98     0.74     8.25    13.20
   111    0.050   -0.037      0.017  0.135 -.37E+01 -.27E+05 -.18E+05 0.41E+05
  -211   -0.452   -0.138      0.618  0.140    -6.53    -2.64     3.83     5.00
    22    0.003    0.163     -1.080  0.000     2.47     1.83    -4.75     5.00
   211   -0.266   -0.014     -0.673  0.140     1.05   -10.41   -26.58    29.00
  -211    0.067    0.878     -0.062  0.140     1.59     9.12    -0.79     5.00
   111   -0.031    0.465      0.074  0.135     3.25    16.37     1.59    17.00
   111    0.099   -0.281     -0.189  0.135     3.23    -8.68    -2.30     5.00
   111   -0.175    0.308     -0.025  0.135    -5.44     5.51     0.09     5.00
   211    0.170    0.145      0.011  0.140     5.60     7.04     0.28     5.00
   321   -1.287   -0.355     -0.837  0.498    -8.49     1.98    -2.15     5.00
  -211   -0.003    0.458     -0.094  0.140    -1.70     6.65    -0.30     5.00
   111    0.884   -0.370     -5.224  0.135     9.34    -3.65   -23.96    24.60
   111    0.338    0.416      0.001  0.135     5.19     7.34    -0.34     5.00
  -211   -0.388    0.112      0.123  0.140    -6.21    -1.04    -0.73     5.00
   211   -0.111   -0.520     -0.455  0.140    -0.14    -8.91    -2.28     5.00
   211   -0.366    0.379      0.185  0.140    -6.63     5.26     3.42     5.20
   211    0.134   -0.399     -0.149  0.140    -3.12    -6.64    -3.76     5.20
   211    0.460   -0.184     -0.175  0.140    46.04   -36.69   -44.86    72.41
    22    0.000   -0.249      1.710  0.000     4.93    -0.84     4.95     5.20
  -211    0.391    0.284      0.035  0.140     7.46     4.16     0.41     5.20
   111    0.261   -0.083      0.377  0.135     9.40   -10.44    13.88    19.20
   211   -0.250    0.243     -0.403  0.140    -1.71     5.63    -6.68    11.80
   111    0.371   -0.266     -0.303  0.135    46.04   -36.69   -44.86    72.41
  -321    0.233    0.396      0.105  0.494     4.75     5.69     1.43     5.20
  -211   -0.183    0.025      0.039  0.140     2.18     8.02     6.75    16.00
  -211    0.344    0.249      0.672  0.140     6.72     3.46     3.96     5.20
   111   -0.141   -0.033      0.135  0.135    -1.85   -10.21     5.72    12.00
   211   -0.420   -0.517      0.532  0.140    -6.00    -5.77     3.81     5.40
   321    0.159   -0.716     -0.690  0.494     3.23    -8.73    -3.52     5.20
   111    0.328   -0.177     -0.129  0.135    19.52     4.89    -4.90    22.20
   211    0.304    0.410      1.656  0.140     0.31     6.15     5.79     6.20
   111    0.300   -0.478     -0.368  0.135 0.69E+05 -.11E+06 -.14E+06 0.20E+06
   111    0.112   -0.249     -0.462  0.135 0.69E+05 -.11E+06 -.14E+06 0.20E+06
  -211   -0.236   -0.026      0.230  0.140 -.26E+06 0.50E+05 0.23E+06 0.39E+06
   321    0.693   -0.130     -0.211  0.494     9.70    -0.93    -1.00     5.20
  -321    0.457    0.272      0.478  0.498     3.90     5.73     3.48     5.20
   211    0.246   -0.397      0.613  0.140     6.07    -4.00     3.38     5.20
   321    0.430    0.148      1.252  0.498     5.17     6.24     5.01     5.60
    22    0.072   -0.032     -0.555  0.000     0.07    -1.88    -5.15     5.40
  -321   -0.196   -0.360     -0.246  0.494    -6.12   -14.11    -5.10    24.20
   111   -0.477    0.066      0.425  0.135 -.26E+06 0.50E+05 0.23E+06 0.39E+06
  -211   -0.132   -0.228     -0.143  0.140    -3.34   -12.69    -2.84    10.80
  -211    0.308   -0.158     -1.313  0.140     9.09    11.09   -54.72    56.74
   111    0.046    0.200     -1.667  0.135     9.09    11.09   -54.72    56.74
   111   -0.077   -0.147      0.254  0.135 -.27E+14 -.94E+13 0.16E+14 0.41E+14
   211    0.302    0.399      0.604  0.140     5.70     7.30    11.57    14.20
  -211   -0.169   -0.100      0.161  0.140    -8.52    -6.18     2.38     9.00
  -211   -0.515    0.139      0.194  0.140    -9.00     2.19     2.15     5.40
  -211    0.667    0.572     -0.019  0.140     7.06     5.09    -0.13     5.40
    22   -0.018   -0.009      0.147  0.000     0.38    -5.15     5.15     5.40
    22   -0.171    0.258      0.034  0.000 -.98E+04 0.18E+06 0.18E+06 0.28E+06
   211   -0.481    0.339     -0.482  0.140    -7.48     5.01    -1.50     5.40
   111    0.059   -0.987     -1.774  0.135     4.18    -8.80    -9.47    10.60
   211   -0.812   -0.518      1.463  0.140   -16.21    -8.62    23.44    27.80
   211   -0.612   -0.100     -0.752  0.140    -7.83     2.00    -3.34     5.40
    22    0.223    0.296     -0.119  0.000 0.32E+05 0.60E+04 -.80E+04 0.39E+05
   211   -0.404   -0.179     -0.675  0.140    -6.20    -4.06    -4.24     5.40
   111   -0.080    0.047      0.080  0.135 -.32E+06 0.23E+05 0.58E+05 0.42E+06
   111    0.221    0.256     -0.060  0.135    13.58     2.45    -9.41    17.60
  -211   -0.282   -0.158      0.336  0.140     1.04    -5.37     4.95     8.60
  3112    0.093    1.087     -1.028  1.197     0.15     6.65    -2.75     5.60
   111   -0.367    0.079      0.107  0.135 -.32E+06 0.23E+05 0.58E+05 0.42E+06
   111   -0.029   -0.024     -0.078  0.135     6.24    -6.70    -7.59    21.20
  -211   -0.020    0.232      0.110  0.140     3.08     6.28    25.73    29.40
   111    0.441    0.210      0.013  0.135    10.15     2.76     0.08     5.60
   211   -0.688   -0.183      0.103  0.140    -8.25     0.38     0.93     5.60
  -211   -0.781   -0.153     -0.337  0.140    -9.16     0.67    -5.91     8.20
  -211   -0.022    0.181      0.138  0.140     3.23     8.78     3.62     5.60
   211   -0.006    0.084      0.010  0.140   -36.79    38.85    -4.43    57.41
   111   -0.407    0.351     -0.293  0.135   -36.79    38.85    -4.43    57.41
  -211    0.590    0.199      0.119  0.140     6.23     2.49     1.10     5.60
   211    0.201   -0.657      0.110  0.140     3.26    -8.86     0.60     5.60
  -211   -0.186   -0.170     -0.066  0.140    -9.91    -3.70     1.29    20.60
   111   -0.205   -0.143     -0.363  0.135    -5.17    -7.47    -4.39     7.80
   111   -0.153    0.137      0.176  0.135    -0.50     3.28     5.37    12.00
   211    0.015    0.517     -0.031  0.140    -7.70    22.20    -3.48    26.80
  -211   -1.408   -0.302      0.541  0.140    -9.40     0.59     2.40     5.60
   211   -0.375   -0.537     -0.099  0.140   -21.98   -57.83    18.68    68.96
   111   -0.066   -0.232      0.205  0.135   -21.98   -57.83    18.68    68.96
   211   -0.107   -0.291     -0.438  0.140    -1.00   -11.35    -9.34    15.00
  -211    0.863    1.076     -2.651  0.140     7.83     4.58    -7.92     9.20
  -211   -0.479    0.232      0.795  0.140    -6.72     5.39     3.72     5.80
  -211    0.056   -0.274      0.162  0.140     1.67   -11.12     1.39     6.00
   211    0.924    0.096      0.033  0.140     7.55     0.92     0.57     5.80
   211   -0.240    0.024      0.061  0.140    -3.43     7.05     2.51     6.20
  -321   -0.214   -0.564     -0.463  0.494    -2.16    -7.97    -2.73     5.80
   111    0.012    0.035      0.000  0.135    -7.06    11.97   -14.78    26.00
   111    0.129    0.290     -0.221  0.135     6.26    10.95    -4.93    17.60
   111   -0.329    0.072     -0.275  0.135   -11.27    15.17    -4.06    20.80
   211    0.802   -0.057      0.322  0.140     8.72    -1.49     1.88     5.80
  -211   -0.637    0.080     -0.322  0.140    -9.55    -2.82    -2.48     5.80
   211    0.006   -0.428      0.267  0.140     1.77   -10.41     2.76     5.80
   111    0.350   -0.331     -0.978  0.135     4.36    -8.01   -10.15    11.20
   211    0.405    0.117     -0.196  0.140     8.49     2.81     4.13     8.60
   111    0.138    0.125      0.018  0.135     5.66     3.17     1.89     5.80
   111    0.354    0.530      0.489  0.135     6.78    10.16     2.96    12.60
   111   -0.525   -0.490      0.090  0.135 -.51E+05 -.60E+05 0.42E+04 0.86E+05
   211   -0.242   -0.432      0.596  0.140    -5.30   -11.74    12.47    18.80
   111   -0.204   -0.289      0.058  0.135 -.51E+05 -.60E+05 0.42E+04 0.86E+05
   111   -0.506   -0.058     -0.159  0.135    -5.90    -6.89    -1.79     5.80
   111    0.006   -0.449      0.640  0.135    -4.48    -9.89    13.35    20.00
